,RANK,FREQUENCY,WORD,PART OF SPEECH
1051,3017,2494,companion,n
1052,165,57754,company,n
1053,3661,1872,comparable,a
1054,4481,1404,comparative,a
1055,4989,1192,comparatively,adv
1056,811,12591,compare,v
1057,1973,4600,comparison,n
1058,6069,853,compartment,n
1059,5064,1163,compatible,a
1060,4811,1255,compel,v
1061,4603,1347,compensate,v
1062,2579,3191,compensation,n
1063,2449,3461,compete,v
1064,4099,1593,competence,n
1065,4880,1231,competent,a
1066,994,10119,competition,n
1067,2349,3651,competitive,a
1068,3255,2234,competitor,n
1069,4674,1308,compile,v
1070,2150,4135,complain,v
1071,2104,4252,complaint,n
1072,6018,865,complement,v
1073,6138,839,complementary,a
1074,1042,9660,complete,a
1075,1036,9711,complete,v
1076,1177,8605,completely,adv
1077,2993,2532,completion,n
1078,1229,8124,complex,a
1079,3598,1914,complex,n
1080,3263,2225,complexity,n
1081,4824,1248,compliance,n
1082,4100,1592,complicate,v
1083,3886,1728,complicated,a
1084,4954,1207,complication,n
1085,3417,2066,comply,v
1086,1790,5263,component,n
1087,3548,1945,compose,v
1088,4344,1470,composer,n
1089,2882,2720,composition,n
1090,3708,1841,compound,n
1091,5653,966,compound,v
1092,2470,3415,comprehensive,a
1093,2544,3247,comprise,v
1094,3735,1817,compromise,n
1095,5871,902,compromise,v
1096,3959,1674,compulsory,a
1097,6044,859,compute,v
1098,602,16976,computer,n
1099,5865,906,computing,n
1100,3920,1705,conceal,v
1101,3829,1765,concede,v
1102,3931,1696,conceive,v
1103,1355,7157,concentrate,v
1104,1591,5987,concentration,n
1105,1108,9093,concept,n
1106,3156,2337,conception,n
1107,5538,998,conceptual,a
1108,892,11368,concern,n
1109,1495,6426,concern,v
1110,794,12852,concerned,a
1111,2618,3124,concerning,prep
1112,2925,2648,concert,n
1113,3782,1788,concession,n
1114,1764,5363,conclude,v
1115,1303,7498,conclusion,n
1116,3885,1728,concrete,a
1117,5629,972,concrete,n
1118,3201,2297,condemn,v
1119,421,23742,condition,n
1120,2770,2881,conduct,n
1121,1835,5068,conduct,v
1122,6171,831,conductor,n
1123,5021,1180,confer,v
1124,903,11243,conference,n
1125,4141,1565,confess,v
1126,6160,834,confession,n
1127,1361,7101,confidence,n
1128,2548,3242,confident,a
1129,5290,1079,confidential,a
1130,4634,1331,configuration,n
1131,2892,2704,confine,v
1132,1193,8489,confirm,v
1133,5045,1171,confirmation,n
1134,1388,6956,conflict,n
1135,5767,932,conflict,v
1136,5128,1137,conform,v
1137,3166,2325,confront,v
1138,4899,1225,confrontation,n
1139,2801,2830,confuse,v
1140,2733,2955,confusion,n
1141,5883,898,congratulate,v
1142,4906,1223,congregation,n
1143,1708,5544,congress,n
1144,4791,1263,conjunction,n
1145,2000,4510,connect,v
1146,1352,7172,connection,n
1147,4361,1462,conscience,n
1148,2671,3052,conscious,a
1149,2967,2563,consciousness,n
1150,3763,1798,consensus,n
1151,2482,3394,consent,n
1152,1257,7844,consequence,n
1153,3024,2481,consequently,adv
1154,2377,3603,conservation,n
1155,1793,5245,conservative,a
1156,2151,4134,conservative,n
1157,349,28271,consider,v
1158,1050,9614,considerable,a
1159,2754,2914,considerably,adv
1160,1262,7808,consideration,n
1161,6318,800,considering,conj
1162,5041,1175,considering,prep
1163,1655,5751,consist,v
1164,5670,960,consistency,n
1165,2634,3104,consistent,a
1166,4011,1644,consistently,adv
1167,5916,889,consolidate,v
1168,5901,892,consortium,n
1169,5131,1136,conspiracy,n
1170,3734,1817,constable,n
1171,1933,4753,constant,a
1172,2664,3061,constantly,adv
1173,2923,2653,constituency,n
1174,4251,1512,constituent,n
1175,2253,3913,constitute,v
1176,2267,3854,constitution,n
1177,2747,2926,constitutional,a
1178,5875,901,constrain,v
1179,2990,2535,constraint,n
1180,2225,3967,construct,v
1181,1508,6366,construction,n
1182,5562,990,constructive,a
1183,2796,2840,consult,v
1184,2581,3184,consultant,n
1185,2767,2884,consultation,n
1186,4841,1244,consume,v
1187,1448,6663,consumer,n
1188,2554,3228,consumption,n
1189,1238,8034,contact,n
1190,1636,5833,contact,v
1191,585,17732,contain,v
1192,4210,1536,container,n
1193,4127,1574,contemplate,v
1194,2046,4396,contemporary,a
1195,5408,1038,contemporary,n
1196,5092,1151,contempt,n
1197,5878,900,contend,v
1198,3696,1849,content,a
1199,1360,7116,content,n
1200,3904,1716,contest,n
1201,6223,820,contest,v
1202,1039,9687,context,n
1203,3555,1940,continent,n
1204,3995,1654,continental,a
1205,4639,1329,continually,adv
1206,6059,855,continuation,n
1207,320,30466,continue,v
1208,3842,1756,continued,a
1209,5328,1064,continuing,a
1210,4609,1344,continuity,n
1211,2924,2649,continuous,a
1212,5915,889,continuously,adv
1213,648,15672,contract,n
1214,3800,1780,contract,v
1215,6259,813,contraction,n
1216,4195,1542,contractor,n
1217,5981,874,contractual,a
1218,4317,1482,contradiction,n
1219,3346,2135,contrary,a
1220,6112,845,contrary,n
1221,1422,6816,contrast,n
1222,4589,1356,contrast,v
1223,1553,6186,contribute,v
1224,1228,8130,contribution,n
1225,402,25041,control,n
1226,766,13240,control,v
1227,5309,1072,controlled,a
1228,5110,1145,controller,n
1229,3371,2110,controversial,a
1230,3357,2126,controversy,n
1231,5666,962,convenience,n
1232,3460,2027,convenient,a
1233,1952,4673,convention,n
1234,2251,3916,conventional,a
1235,1474,6515,conversation,n
1236,6245,816,conversely,adv
1237,3086,2404,conversion,n
1238,2337,3696,convert,v
1239,3141,2351,convey,v
1240,4785,1266,convict,v
1241,2821,2801,conviction,n
1242,2174,4083,convince,v
1243,4897,1226,convincing,a
1244,4199,1541,cook,n
1245,2353,3642,cook,v
1246,4137,1567,cooking,n
1247,2790,2852,cool,a
1248,4682,1305,cool,v
1249,4918,1221,cooperation,n
1250,3703,1845,coordinate,v
1251,4975,1197,cop,v
1252,2252,3913,cope,v
1253,3991,1656,copper,n
1254,1178,8602,copy,n
1255,3533,1960,copy,v
1256,5595,980,copyright,n
1257,5697,955,cord,n
1258,2503,3346,core,n
1259,4939,1212,corn,n
1260,1157,8729,corner,n
1261,1983,4579,corporate,a
1262,5034,1177,corps,n
1263,5087,1153,corpse,n
1264,1687,5641,correct,a
1265,3414,2070,correct,v
1266,6209,822,correction,n
1267,3597,1914,correctly,adv
1268,3875,1738,correlation,n
1269,3223,2277,correspond,v
1270,4241,1517,correspondence,n
1271,3366,2118,correspondent,n
1272,4476,1406,corresponding,a
1273,2822,2798,corridor,n
1274,4435,1423,corruption,n
1275,625,16247,cos,conj
1276,377,26556,cost,n
1277,987,10167,cost,v
1278,5048,1170,costly,a
1279,5393,1042,costume,n
1280,2465,3422,cottage,n
1281,3308,2172,cotton,n
1282,5988,872,cough,v
1283,57,168387,could,modal
1284,274,34496,council,n
1285,2207,4011,councillor,n
1286,5696,955,counsel,n
1287,4487,1403,counselling,n
1288,5735,943,counsellor,n
1289,2762,2895,count,n
1290,1923,4798,count,v
1291,3626,1893,counter,n
1292,5229,1102,counter,v
1293,4117,1581,counterpart,n
1294,193,48177,country,n
1295,2239,3933,countryside,n
1296,1029,9745,county,n
1297,3935,1690,coup,n
1298,749,13668,couple,n
1299,3980,1662,couple,v
1300,3906,1715,courage,n
1301,6143,838,course,adv
1302,164,57776,course,n
1303,328,29976,court,n
1304,5315,1068,courtesy,n
1305,5703,953,courtyard,n
1306,3048,2459,cousin,n
1307,4547,1372,covenant,n
1308,1674,5683,cover,n
1309,546,19015,cover,v
1310,3537,1957,coverage,n
1311,3222,2278,cow,n
1312,3891,1727,crack,n
1313,3911,1712,crack,v
1314,3380,2104,craft,n
1315,6154,835,craftsman,n
1316,3355,2127,crash,n
1317,3162,2329,crash,v
1318,5225,1103,crawl,v
1319,3826,1766,crazy,a
1320,2930,2638,cream,n
1321,482,21470,create,v
1322,1870,4957,creation,n
1323,3061,2444,creative,a
1324,2321,3738,creature,n
1325,5594,980,credibility,n
1326,1283,7634,credit,n
1327,5421,1035,credit,v
1328,3545,1946,creditor,n
1329,6176,829,creed,n
1330,4046,1624,creep,v
1331,2171,4103,crew,n
1332,2612,3132,cricket,n
1333,1169,8637,crime,n
1334,1970,4602,criminal,a
1335,5561,990,criminal,n
1336,1514,6352,crisis,n
1337,1808,5177,criterion,n
1338,2264,3859,critic,n
1339,1652,5763,critical,a
1340,3485,2000,criticise,v
1341,1606,5932,criticism,n
1342,3967,1670,criticize,v
1343,5551,994,critique,n
1344,2914,2667,crop,n
1345,6115,844,crop,v
1346,2644,3090,cross,n
1347,1343,7210,cross,v
1348,6267,811,crossing,n
1349,6130,841,crouch,v
1350,1690,5633,crowd,n
1351,5293,1078,crowd,v
1352,2090,4290,crown,n
1353,2020,4465,crucial,a
1354,4496,1397,crude,a
1355,4519,1388,cruel,a
1356,6276,809,cruelty,n
1357,4717,1289,crush,v
1358,3244,2244,cry,n
1359,1486,6460,cry,v
1360,3667,1868,crystal,n
1361,5721,947,cult,n
1362,6192,825,cultivate,v
1363,1470,6543,cultural,a
1364,985,10196,culture,n
1365,831,12294,cup,n
1366,3566,1933,cupboard,n
1367,4176,1551,cure,n
1368,5003,1187,curiosity,n
1369,3302,2180,curious,a
1370,5796,924,curiously,adv
1371,6286,807,curl,n
1372,4969,1199,curl,v
1373,2192,4041,currency,n
1374,775,13105,current,a
1375,3650,1878,current,n
1376,1374,7050,currently,adv
1377,1736,5457,curriculum,n
1378,2621,3119,curtain,n
1379,2740,2939,curve,n
1380,5047,1170,curve,v
1381,6244,816,cushion,n
1382,4343,1470,custody,n
1383,2536,3276,custom,n
1384,899,11292,customer,n
1385,1696,5596,cut,n
1386,563,18511,cut,v
1387,5473,1017,cutting,n
1388,2385,3592,cycle,n
1389,5002,1188,cylinder,n
1390,2235,3947,daily,a
1391,3798,1781,daily,adv
1392,5482,1015,dairy,n
1393,1185,8552,damage,n
1394,1953,4672,damage,v
1395,6064,854,damaging,a
1396,5740,942,damn,v
1397,3816,1771,damp,a
1398,2428,3503,dance,n
1399,2394,3579,dance,v
1400,4620,1336,dancer,n
1401,5169,1126,dancing,n
1402,1282,7637,danger,n
1403,1661,5730,dangerous,a
1404,2802,2825,dare,v
1405,982,10264,dark,a
1406,2332,3706,dark,n
1407,2520,3317,darkness,n
1408,3698,1848,darling,n
1409,5590,981,dash,v
1410,572,18188,data,n
1411,2032,4432,database,n
1412,679,15044,date,n
1413,1506,6371,date,v
1414,879,11522,daughter,n
1415,4093,1600,dawn,n
1416,104,92699,day,n
1417,5428,1033,daylight,n
1418,896,11341,dead,a
1419,5090,1152,dead,adv
1420,5502,1008,deadline,n
1421,6017,865,deadly,a
1422,2922,2653,deaf,a
1423,848,12067,deal,n
1424,619,16402,deal,v
1425,2453,3457,dealer,n
1426,4265,1504,dealing,n
1427,2165,4106,dear,a
1428,2766,2884,dear,interjection
1429,3140,2351,dear,n
1430,453,22712,death,n
1431,1299,7520,debate,n
1432,3585,1923,debate,v
1433,1417,6835,debt,n
1434,4927,1218,debtor,n
1435,3841,1756,debut,n
1436,1549,6197,decade,n
1437,6232,818,decay,n
1438,3699,1847,decent,a
1439,406,24380,decide,v
1440,410,24233,decision,n
1441,6314,801,decision-making,n
1442,4890,1228,decisive,a
1443,3970,1667,deck,n
1444,3195,2302,declaration,n
1445,1583,6043,declare,v
1446,2147,4139,decline,n
1447,2451,3459,decline,v
1448,3994,1654,decorate,v
1449,4596,1354,decoration,n
1450,5833,914,decorative,a
1451,5733,944,decrease,n
1452,4250,1512,decrease,v
1453,5352,1057,decree,n
1454,4474,1407,dedicate,v
1455,4743,1282,deed,n
1456,4656,1316,deem,v
1457,1197,8444,deep,a
1458,1987,4556,deep,adv
1459,2318,3741,deeply,adv
1460,5937,883,deer,n
1461,5392,1042,default,n
1462,2606,3145,defeat,n
1463,2909,2680,defeat,v
1464,4304,1488,defect,n
1465,799,12760,defence,n
1466,2182,4065,defend,v
1467,1888,4903,defendant,n
1468,3690,1852,defender,n
1469,4722,1288,defensive,a
1470,5351,1057,deficiency,n
1471,3139,2353,deficit,n
1472,1097,9178,define,v
1473,4090,1602,definite,a
1474,2596,3159,definitely,adv
1475,1557,6153,definition,n
1476,6263,812,defy,v
1477,779,12996,degree,n
1478,2586,3174,delay,n
1479,2880,2721,delay,v
1480,3719,1830,delegate,n
1481,3772,1794,delegation,n
1482,5852,909,delete,v
1483,4577,1359,deliberate,a
1484,2831,2789,deliberately,adv
1485,3849,1754,delicate,a
1486,5272,1086,delicious,a
1487,3315,2161,delight,n
1488,4429,1425,delight,v
1489,3908,1714,delighted,a
1490,5289,1079,delightful,a
1491,1539,6230,deliver,v
1492,2149,4135,delivery,n
1493,737,14025,demand,n
1494,1241,7992,demand,v
1495,2087,4302,democracy,n
1496,2723,2975,democrat,n
1497,1621,5880,democratic,a
1498,5695,955,demolish,v
1499,1507,6368,demonstrate,v
1500,2529,3294,demonstration,n
1501,6208,822,demonstrator,n
1502,5958,878,denial,n
1503,6159,834,denounce,v
1504,5331,1062,dense,a
1505,3645,1881,density,n
1506,6111,845,dentist,n
1507,1325,7339,deny,v
1508,4838,1245,depart,v
1509,469,21939,department,n
1510,5933,884,departmental,a
1511,3044,2461,departure,n
1512,992,10125,depend,v
1513,4784,1266,dependence,n
1514,5951,880,dependency,n
1515,2367,3619,dependent,a
1516,3221,2278,depending,a
1517,4438,1421,depict,v
1518,5798,923,deploy,v
1519,2577,3198,deposit,n
1520,4198,1541,deposit,v
1521,5659,964,depot,n
1522,5203,1110,depressed,a
1523,3194,2302,depression,n
1524,5812,919,deprivation,n
1525,4546,1374,deprive,v
1526,2156,4120,depth,n
1527,1900,4853,deputy,n
1528,1836,5065,derive,v
1529,3756,1802,descend,v
1530,5210,1108,descent,n
1531,427,23533,describe,v
1532,1455,6634,description,n
1533,3654,1875,desert,n
1534,5168,1126,desert,v
1535,2630,3109,deserve,v
1536,707,14565,design,n
1537,862,11810,design,v
1538,5051,1169,designate,v
1539,2899,2695,designer,n
1540,3383,2102,desirable,a
1541,1634,5843,desire,n
1542,4917,1221,desire,v
1543,5523,1003,desired,a
1544,1896,4871,desk,n
1545,4403,1441,desktop,n
1546,5109,1145,despair,n
1547,2951,2608,desperate,a
1548,3535,1958,desperately,adv
1549,706,14592,despite,prep
1550,4293,1493,destination,n
1551,6184,827,destiny,n
1552,1589,6004,destroy,v
1553,3152,2341,destruction,n
1554,590,17584,detail,n
1555,1585,6030,detailed,a
1556,6063,854,detain,v
1557,2551,3231,detect,v
1558,5987,872,detection,n
1559,2896,2700,detective,n
1560,5986,872,detector,n
1561,6023,863,detention,n
1562,6016,865,deter,v
1563,5950,880,deteriorate,v
1564,2764,2891,determination,n
1565,877,11551,determine,v
1566,3368,2115,determined,a
1567,411,24205,develop,v
1568,5360,1055,developed,a
1569,3664,1870,developer,n
1570,2749,2922,developing,a
1571,254,37386,development,n
1572,6222,820,deviation,n
1573,1832,5079,device,n
1574,4190,1544,devil,n
1575,3367,2115,devise,v
1576,3200,2300,devote,v
1577,5388,1044,devoted,a
1578,5803,922,diagnose,v
1579,3718,1832,diagnosis,n
1580,3742,1810,diagram,n
1581,3723,1828,dialogue,n
1582,4959,1202,diameter,n
1583,4015,1642,diamond,n
1584,2978,2549,diary,n
1585,4941,1211,dictate,v
1586,3240,2248,dictionary,n
1587,464,22087,die,v
1588,2121,4201,diet,n
1589,2571,3204,differ,v
1590,542,19138,difference,n
1591,192,48373,different,a
1592,6100,847,differential,a
1593,5327,1064,differentiate,v
1594,5841,912,differentiation,n
1595,4197,1541,differently,adv
1596,466,22033,difficult,a
1597,771,13177,difficulty,n
1598,2842,2772,dig,v
1599,3867,1742,digital,a
1600,4704,1294,dignity,n
1601,4633,1331,dilemma,n
1602,2729,2961,dimension,n
1603,4433,1424,diminish,v
1604,6068,853,dine,v
1605,5942,882,dining,n
1606,1447,6667,dinner,n
1607,4500,1396,dioxide,n
1608,5009,1184,dip,v
1609,6217,821,diplomat,n
1610,3492,1992,diplomatic,a
1611,1044,9653,direct,a
1612,5641,969,direct,adv
1613,1763,5363,direct,v
1614,924,10905,direction,n
1615,3208,2292,directive,n
1616,1152,8784,directly,adv
1617,617,16487,director,n
1618,3683,1856,directory,n
1619,5663,963,dirt,n
1620,2843,2769,dirty,a
1621,3389,2096,disability,n
1622,2679,3038,disabled,a
1623,3665,1869,disadvantage,n
1624,4734,1285,disagree,v
1625,5099,1148,disagreement,n
1626,1703,5560,disappear,v
1627,3121,2368,disappoint,v
1628,3954,1680,disappointment,n
1629,2519,3318,disaster,n
1630,5157,1130,disastrous,a
1631,3125,2365,disc,n
1632,6067,853,discard,v
1633,4480,1404,discharge,n
1634,4364,1461,discharge,v
1635,5297,1077,disciplinary,a
1636,1901,4848,discipline,n
1637,4311,1484,discipline,v
1638,3921,1704,disclose,v
1639,5266,1089,disclosure,n
1640,5573,986,disco,n
1641,3340,2139,discount,n
1642,6008,866,discount,v
1643,5200,1111,discourage,v
1644,3033,2474,discourse,n
1645,974,10366,discover,v
1646,2426,3512,discovery,n
1647,3620,1895,discretion,n
1648,3469,2016,discrimination,n
1649,690,14861,discuss,v
1650,897,11315,discussion,n
1651,940,10736,disease,n
1652,5694,955,disguise,v
1653,2752,2917,dish,n
1654,2572,3202,disk,n
1655,4967,1200,dislike,v
1656,2148,4135,dismiss,v
1657,4087,1603,dismissal,n
1658,3280,2211,disorder,n
1659,6075,852,disperse,v
1660,1748,5406,display,n
1661,1726,5494,display,v
1662,3296,2185,disposal,n
1663,4264,1505,dispose,v
1664,6088,849,disposition,n
1665,2144,4146,dispute,n
1666,5493,1013,dispute,v
1667,5909,890,disrupt,v
1668,5716,948,disruption,n
1669,4336,1472,dissolve,v
1670,1274,7692,distance,n
1671,2755,2913,distant,a
1672,2565,3212,distinct,a
1673,1899,4853,distinction,n
1674,3321,2157,distinctive,a
1675,6216,821,distinctly,adv
1676,2197,4033,distinguish,v
1677,4771,1270,distinguished,a
1678,5634,971,distort,v
1679,5805,921,distortion,n
1680,6199,823,distract,v
1681,4696,1297,distress,n
1682,2787,2856,distribute,v
1683,6074,852,distributed,a
1684,1467,6564,distribution,n
1685,5840,912,distributor,n
1686,1294,7574,district,n
1687,2959,2574,disturb,v
1688,4286,1496,disturbance,n
1689,4916,1221,dive,v
1690,4642,1325,diverse,a
1691,4520,1387,diversity,n
1692,5187,1114,divert,v
1693,1582,6044,divide,v
1694,3199,2300,dividend,n
1695,4678,1307,divine,a
1696,907,11119,division,n
1697,4000,1650,divorce,n
1698,5161,1128,divorce,v
1699,18,559596,do,v
1700,4212,1535,dock,n
1701,745,13684,doctor,n
1702,3464,2020,doctrine,n
1703,1071,9399,document,n
1704,5235,1099,document,v
1705,5030,1178,documentation,n
1706,823,12406,dog,n
1707,4830,1246,doing,n
1708,5565,989,doll,n
1709,2334,3700,dollar,n
1710,4369,1458,dolphin,n
1711,3462,2025,domain,n
1712,6119,843,dome,n
1713,1425,6803,domestic,a
1714,5248,1095,dominance,n
1715,2670,3054,dominant,a
1716,2129,4177,dominate,v
1717,5887,896,domination,n
1718,5689,956,donate,v
1719,4623,1334,donation,n
1720,5410,1037,donor,n
1721,327,30166,door,n
1722,3644,1881,doorway,n
1723,2661,3066,dose,n
1724,5130,1136,dot,n
1725,1762,5366,double,a
1726,3966,1670,double,n
1727,3104,2381,double,v
1728,807,12628,doubt,n
1729,2965,2565,doubt,v
1730,4829,1246,doubtful,a
1731,5967,877,doubtless,adv
1732,112,84446,down,adv
1733,1015,9928,down,prep
1734,3845,1755,downstairs,adv
1735,6034,861,dozen,n
1736,2853,2757,draft,n
1737,4387,1448,draft,v
1738,2582,3183,drag,v
1739,5277,1084,dragon,n
1740,5543,996,drain,n
1741,3987,1657,drain,v
1742,6275,809,drainage,n
1743,2436,3488,drama,n
1744,2272,3837,dramatic,a
1745,4209,1536,dramatically,adv
1746,3884,1729,draw,n
1747,472,21778,draw,v
1748,4086,1604,drawer,n
1749,1871,4953,drawing,n
1750,4457,1413,dreadful,a
1751,1580,6050,dream,n
1752,2881,2720,dream,v
1753,1967,4614,dress,n
1754,1660,5738,dress,v
1755,5492,1013,dressing,n
1756,5857,908,drift,n
1757,3476,2012,drift,v
1758,5593,980,drill,n
1759,5386,1046,drill,v
1760,1432,6723,drink,n
1761,1129,8926,drink,v
1762,1944,4704,drive,n
1763,618,16477,drive,v
1764,1264,7806,driver,n
1765,5390,1043,driving,a
1766,2699,3002,drop,n
1767,957,10537,drop,v
1768,4440,1420,drown,v
1769,1091,9211,drug,n
1770,4790,1263,drug,v
1771,4219,1529,drum,n
1772,4686,1302,drunk,a
1773,1733,5465,dry,a
1774,2611,3132,dry,v
1775,5124,1139,dual,a
1776,3858,1745,duck,n
1777,676,15140,due,a
1778,3237,2253,duke,n
1779,3711,1840,dull,a
1780,5615,975,duly,adv
1781,4154,1560,dump,v
1782,3653,1876,duration,n
1783,210,44013,during,prep
1784,2949,2609,dust,n
1785,853,11931,duty,n
1786,4646,1322,dwelling,n
1787,4085,1604,dynamic,a
1788,150,61492,each,det
1789,4418,1432,eager,a
1790,4397,1443,eagle,n
1791,1616,5888,ear,n
1792,4423,1427,earl,n
1793,305,31110,early,a
1794,478,21585,early,adv
1795,1894,4879,earn,v
1796,2539,3260,earning,n
1797,1313,7412,earth,n
1798,3521,1966,ease,n
1799,3137,2357,ease,v
1800,1021,9877,easily,adv
1801,1838,5055,east,n
1802,2117,4212,eastern,a
1803,600,17065,easy,a
1804,2037,4415,easy,adv
1805,662,15446,eat,v
1806,5057,1166,echo,n
1807,3563,1934,echo,v
1808,429,23484,economic,a
1809,5517,1004,economically,adv
1810,2774,2877,economics,n
1811,4283,1497,economist,n
1812,850,12003,economy,n
1813,1088,9225,edge,n
1814,3905,1715,edit,v
1815,2591,3166,edition,n
1816,1946,4698,editor,n
1817,3586,1921,educate,v
1818,386,25987,education,n
1819,1665,5710,educational,a
1820,281,33423,effect,n
1821,4368,1458,effect,v
1822,1013,9951,effective,a
1823,1845,5048,effectively,adv
1824,3442,2043,effectiveness,n
1825,2335,3698,efficiency,n
1826,2217,3984,efficient,a
1827,5239,1097,efficiently,adv
1828,760,13386,effort,n
1829,1544,6220,egg,n
1830,5507,1007,ego,n
1831,656,15599,either,adv
1832,840,12167,either,det
1833,4629,1333,elaborate,a
1834,4041,1626,elbow,n
1835,5763,935,elder,n
1836,1863,4973,elderly,a
1837,2071,4329,elect,v
1838,3974,1664,elected,a
1839,673,15227,election,n
1840,3314,2162,electoral,a
1841,5882,898,electorate,n
1842,2675,3044,electric,a
1843,3278,2212,electrical,a
1844,2311,3758,electricity,n
1845,4218,1530,electron,n
1846,2464,3422,electronic,a
1847,4313,1483,electronics,n
1848,3745,1809,elegant,a
1849,851,11997,element,n
1850,4371,1457,elephant,n
1851,4608,1344,eligible,a
1852,3268,2219,eliminate,v
1853,3578,1927,elite,n
1854,492,20919,else,adv
1855,1673,5684,elsewhere,adv
1856,4636,1330,embark,v
1857,5374,1051,embarrassed,a
1858,5585,982,embarrassing,a
1859,4599,1351,embarrassment,n
1860,4800,1259,embassy,n
1861,4968,1199,embody,v
1862,4084,1604,embrace,v
1863,5755,937,embryo,n
1864,1271,7706,emerge,v
1865,4846,1242,emergence,n
1866,2331,3707,emergency,n
1867,3430,2051,emission,n
1868,2469,3418,emotion,n
1869,2391,3583,emotional,a
1870,4358,1464,emperor,n
1871,1721,5512,emphasis,n
1872,2748,2922,emphasise,v
1873,3506,1978,emphasize,v
1874,2595,3159,empire,n
1875,4247,1514,empirical,a
1876,1244,7945,employ,v
1877,1144,8821,employee,n
1878,1349,7180,employer,n
1879,1002,10067,employment,n
1880,1747,5414,empty,a
1881,5213,1107,empty,v
1882,1023,9858,enable,v
1883,5156,1131,enclose,v
1884,6215,821,encompass,v
1885,4340,1471,encounter,n
1886,2908,2683,encounter,v
1887,948,10664,encourage,v
1888,4300,1489,encouragement,n
1889,3329,2149,encouraging,a
1890,206,45160,end,n
1891,647,15688,end,v
1892,4749,1280,ending,n
1893,4089,1602,endless,a
1894,4159,1557,endorse,v
1895,5059,1165,endure,v
1896,1895,4872,enemy,n
1897,777,13083,energy,n
1898,3484,2000,enforce,v
1899,4730,1286,enforcement,n
1900,2102,4258,engage,v
1901,3903,1717,engagement,n
1902,1407,6883,engine,n
1903,2176,4080,engineer,n
1904,1897,4870,engineering,n
1905,2666,3059,enhance,v
1906,5908,890,enhanced,a
1907,709,14527,enjoy,v
1908,5802,922,enjoyable,a
1909,5407,1038,enjoyment,n
1910,2122,4196,enormous,a
1911,6198,823,enormously,adv
1912,391,25635,enough,adv
1913,1387,6958,enough,det
1914,4415,1434,enquire,v
1915,2459,3430,enquiry,n
1916,736,14032,ensure,v
1917,5112,1144,entail,v
1918,733,14141,enter,v
1919,1605,5936,enterprise,n
1920,3852,1751,entertain,v
1921,3326,2150,entertainment,n
1922,2694,3010,enthusiasm,n
1923,6114,844,enthusiast,n
1924,4414,1434,enthusiastic,a
1925,1909,4832,entire,a
1926,1406,6892,entirely,adv
1927,1812,5156,entitle,v
1928,6133,840,entitlement,n
1929,3753,1805,entity,n
1930,2488,3375,entrance,n
1931,1391,6938,entry,n
1932,3679,1860,envelope,n
1933,717,14403,environment,n
1934,1236,8054,environmental,a
1935,3823,1767,envisage,v
1936,4936,1214,enzyme,n
1937,3475,2012,episode,n
1938,1524,6277,equal,a
1939,5759,936,equal,v
1940,4349,1468,equality,n
1941,1468,6553,equally,adv
1942,2418,3533,equation,n
1943,4002,1648,equilibrium,n
1944,3791,1784,equip,v
1945,1122,8950,equipment,n
1946,3495,1990,equity,n
1947,3561,1935,equivalent,a
1948,2810,2815,equivalent,n
1949,3274,2216,era,n
1950,4461,1412,erect,v
1951,4806,1257,erosion,n
1952,1603,5945,error,n
1953,3373,2109,escape,n
1954,1752,5400,escape,v
1955,586,17694,especially,adv
1956,3088,2401,essay,n
1957,3547,1945,essence,n
1958,1190,8512,essential,a
1959,2361,3631,essentially,adv
1960,596,17224,establish,v
1961,3271,2218,established,a
1962,1905,4840,establishment,n
1963,1316,7396,estate,n
1964,2379,3599,estimate,n
1965,1834,5072,estimate,v
1966,3990,1656,estimated,a
1967,6207,822,eternal,a
1968,5143,1134,ethical,a
1969,6050,857,ethics,n
1970,3235,2256,ethnic,a
1971,3254,2238,evaluate,v
1972,2716,2983,evaluation,n
1973,106,90473,even,adv
1974,693,14739,evening,n
1975,495,20839,event,n
1976,5420,1035,eventual,a
1977,1101,9138,eventually,adv
1978,366,27195,ever,adv
1979,234,40114,every,det
1980,1572,6084,everybody,pron
1981,3359,2124,everyday,a
1982,762,13337,everyone,pron
1983,559,18675,everything,pron
1984,2562,3215,everywhere,adv
1985,483,21454,evidence,n
1986,2948,2609,evident,a
1987,4396,1443,evidently,adv
1988,4032,1635,evil,a
1989,4261,1506,evil,n
1990,5702,953,evoke,v
1991,3059,2447,evolution,n
1992,5319,1067,evolutionary,a
1993,3542,1949,evolve,v
1994,3287,2201,exact,a
1995,941,10729,exactly,adv
1996,5638,970,exaggerate,v
1997,4252,1511,exam,n
1998,1538,6232,examination,n
1999,1114,9025,examine,v
2000,216,43402,example,n
2001,6183,827,excavation,n
2002,2812,2814,exceed,v
2003,1436,6717,excellent,a
2004,1056,9569,except,conj
2005,5633,971,except,prep
2006,2051,4380,exception,n
2007,3872,1739,exceptional,a
2008,5856,908,exceptionally,adv
2009,5381,1048,excess,a
2010,3286,2202,excess,n
2011,3866,1743,excessive,a
2012,1104,9130,exchange,n
2013,3584,1924,exchange,v
2014,4456,1414,excite,v
2015,6231,818,excited,a
2016,2910,2675,excitement,n
2017,2515,3323,exciting,a
2018,5283,1083,exclaim,v
2019,2077,4317,exclude,v
2020,4075,1610,exclusion,n
2021,3455,2031,exclusive,a
2022,3922,1703,exclusively,adv
